artist,name
Joey Bada$$, SUPER PREDATOR {Ft. Styles P}
Joey Bada$$, Y U DON'T LOVE ME? (MISS AMERIKKKA)
Joey Bada$$, TEMPTATION
John Butler Trio, Bully {Ft. Kira Puru}
Jonti, Scrood {Ft. Steve Lacy}
Jonti, Rain
Jonti, Sleeping And Falling
Jordan Rakei, Sorceress
Jordan Rakei, Nerve
Jorja Smith X Preditah, On My Mind
JOY., Smoke Too Much
Joyride, Kings And Queens
Joyride, Aunty Tracey's Cookies
Julia Jacklin, Someday {triple j Like A Version 2017}
Julia Jacklin, Eastwick
Julia Jacklin, Cold Caller
Julien Baker, Funeral Pyre
Julien Baker, Appointments
Julien Baker, Turn Out The Lights
"Jungle Giants, The", Feel The Way I Do
"Jungle Giants, The", On Your Way Down
"Jungle Giants, The", Bad Dream
"Jungle Giants, The", Used To Be In Love
"Jungle Giants, The", Quiet Ferocity
"Jungle Giants, The", Time And Time Again
"Jungle Giants, The", Waiting For A Sign
Just A Gent, You'll Never Know {Ft. MOZA}
Just A Gent, Hold {Ft. Thief}
K.Flay, You Felt Right
K.Flay, Black Wave
K.Flay, Dreamers
K.Flay, Giver
K.Flay, High Enough
K.Flay, Hollywood Forever
K21, Rider {Ft. Rhymefest} {Prod. Jayteehazard}
K21, Greatest Living Nightmare
K21, The Family {Ft. Remi}
Kacy Hill, Hard To Love
Kah-Lo, Fasta
Kaiit, Natural Woman
Kaiit, 2000 n Somethin
Kali Uchis, Tyrant {Ft. Jorja Smith}
Kamaiyah, Build You Up
Kamaiyah, Slide (Bet)
Kane Strang, Oh So You're Off I See
Kardajala Kirridarra, Ngabaju (Grandmother’s Song)
Kardajala Kirridarra, Ngurra (Rain Song)
Kardajala Kirridarra, Two Worlds Collide
Kasabian, You're In Love With A Psycho
Kasabian, Insane In The Brain {triple j Like A Version 2017}
Kasabian, Bless This Acid House
Kasabian, Comeback Kid
Kate Kay Es, Working
KAYEX, My Friends
Kayla Rose, Warm With You
Kehlani, Keep On
Kele Okereke, Streets Been Talkin'
Kelela, LMK
Kelela, Frontline
Kelsey Bulkin, West Coast Drama
Kemba, Delivert {Prod. Thelonius Martin}
Kendrick Lamar, The Heart Part 4
Kendrick Lamar, HUMBLE.
Kendrick Lamar, BLOOD.
Kendrick Lamar, DNA.
Kendrick Lamar, YAH.
Kendrick Lamar, ELEMENT.
Kendrick Lamar, FEEL.
Kendrick Lamar, LOYALTY. {Ft. RIHANNA}
Kendrick Lamar, PRIDE.
Kendrick Lamar, LUST.
Kendrick Lamar, LOVE. {Ft. ZACARI}
Kendrick Lamar, XXX. {Ft. U2}
Kendrick Lamar, FEAR.
Kendrick Lamar, GOD.
Kendrick Lamar, DUCKWORTH.
Keys N Krates & KRANE, Right Here
KG, Mabo Martin Mandela {Ft. Philly}
Khalid, Saved
Khalid, Another Sad Love Song
Khalid, American Teen
Khalid, Young Dumb & Broke
Kid Cudi, Baptized In Fire {Ft. Travis Scott}
Kiiara, Whippin {Ft. Felix Snow}
"Killers, The", The Man
"Killers, The", Run For Cover
"Killers, The", Wonderful Wonderful
"Killers, The", The Calling
"Killers, The", Tyson Vs Douglas
Kilter, Count On Me {Ft. LANKS}
Kilter, I Hear You
Kim Churchill, Breakneck Speed
Kim Churchill, Second Hand Car
Kim Churchill, Make It Wit Chu {triple j Like A Version 2017}
Kimbra, Everybody Knows
Kimbra, Top Of The World
King Garbage, Forbidden Lovers
King Gizzard & The Lizard Wizard, Nuclear Fusion
King Gizzard & The Lizard Wizard, Flying Microtonal Banana
King Gizzard & The Lizard Wizard, Billabong Valley
King Gizzard & The Lizard Wizard, Melting
King Gizzard & The Lizard Wizard, Anoxia
King Gizzard & The Lizard Wizard, Open Water
King Gizzard & The Lizard Wizard, Sleep Drifter
King Gizzard & The Lizard Wizard, Doom City
King Gizzard & The Lizard Wizard, Digital Black
King Gizzard & The Lizard Wizard, The Lord Of Lightning
King Gizzard & The Lizard Wizard, Altered Beast I
King Gizzard & The Lizard Wizard, Crumbling Castle
King Gizzard & The Lizard Wizard, Deserted Dunes Welcome Weary Feet
King Gizzard & The Lizard Wizard & Mild High Club, Countdown
King Gizzard & The Lizard Wizard & The Mild High Club, Rolling Stoned
King IV, We Can Get It {Ft. Rromarin}
King IV, Bump
King Krule, Czech One
King Krule, Logos
King Krule, Dum Surfer
King Nun, Hung Around
Kingswood, Golden
Kingswood, Looking For Love
Kingswood, Big City
Kingswood, Rebel Babe
Kingswood, Atmosphere
Kingswood, Say My Name {triple j Like A Version 2017}
Kira Puru, Tension
Kirin J Callinan, Bravado
Kirin J Callinan, Living Each Day {Ft. Connan Mockasin}
Kirin J Callinan, S.A.D.
Kirin J Callinan, Big Enough {Ft. Alex Cameron/Molly Lewis/Jimmy Barnes}
Kita Alexander, Hotel
"Kite String Tangle, The", Selfish
"Kite String Tangle, The", The Prize {Ft. Bridgette Amofah}
"Kite String Tangle, The", Waiting
"Kite String Tangle, The", This Thing We Got
Kllo, Virtue
Kllo, Dissolve
KLP, Back In The Room
KLP, Changes
KLP, Melt
KLP, Good Times
KLP, Never Be The Same
Klue, Lifted
Knox Fortune, Lil Thing
Kölsch, In Bottles {Ft. Aurora}
"Kooks, The", Be Who You Are
Kota Banks, Holiday
Kult Kyss, Water Baby
Kult Kyss, I Am One
Kuren, Mon Amour {Ft. Austen}
Kuren, Own Backyard
Kuren, Mastercraft
Kuren, Bright Dawn {Ft. Illy}
Kwame, Friends
Kwaye, Cool Kids
Kyle Dixon & Michael Stein, Walkin In Hawkins
Kyle Lionhart, Call Back Home
L D R U, To Be Free
L D R U, Me {Ft. BOI}
L.A. Mood, Virgin Song
L.A. Mood, Two Hearts
L.A. Takedown, Night Skiing
L.A. Women, Count It Up {Ft. SACHI}
Ladi6, Guru
Lady Leshurr, Juice
Lakyn, View Looks So Good
Lakyn, West
Lana Del Rey, Love
Lana Del Rey, Lust For Life {Ft. The Weeknd}
Lana Del Rey, Summer Bummer {Ft. A$AP Rocky/Playboi Carti}
Lance Ferguson & One Above, Back To You {Ft. EMRSN & Mosé}
Land Of Talk, Inner Lover
Land Of Talk, This Time
Lane 8, No Captain {Ft. Polica}
LANKS, Comfortable
LANKS, My Own Mystery {Ft. Ngaiire}
Lastlings, Urges
Laurel Laxxes, Polar Eyes {Ft. Angie Hudson}
LCD Soundsystem, call the police
LCD Soundsystem, american dream
LCD Soundsystem, tonite
LCD Soundsystem, other voices
LCD Soundsystem, emotional haircut
LCD Soundsystem, change yr mind
Le Pie, Go Unsteady
Lea Porcelain, Bones
Left., Thank Me Later
Leikeli47, Miss Me
Leikeli47, O.M.C.
Leikeli47, 2nd fiddle
Leisure Suite, Shut Down
Leroy Francis, Carry Me
Lethal Bizzle, I Win {Ft. Skepta}
L-FRESH The LION, Our World
Lido, Not Enough {Ft. THEY.}
Life Is Better Blonde, Fires
Lil Uzi Vert, XO TOUR Llif3
Lil Uzi Vert, The Way Life Goes
Lil Yachty, Forever Young {Ft. Diplo}
Lime Cordiale, Temper Temper
Lincoln Le Fevre & The Insiders, Undone
Lindstrom, Tensions
Little Dragon, High
Little Dragon, Sweet
Little Simz, Picture Perfect
Little Simz, One In Rotation + Wide Awake {Ft. SiR}
Little Simz, Shotgun {Ft. Syd}
Liv Dawson, Searching {Prod. Disclosure}
Liza Anne, Paranoia
Lo Moon, This Is It
LO'99, From The Start {Ft. Elizabeth Rose}
LO'99 & Marshall F, Fallen
Localles, Wishing Well
Logic, Everybody
Logic, Killing Spree {Ft. Ansel Elgort}
Logic, 1-800-273-8255 {Ft. Alessia Cara/Khalid}
London Grammar, Rooting For You
London Grammar, Big Picture
London Grammar, Oh Woman Oh Man
London Grammar, Hell To The Liars
London Grammar, Everyone Else
London Grammar, Non Believer
London Grammar, Truth Is A Beautiful Thing
London O'Connor, Guts
Lonely Boys, Lonely Boys Anthem
Lonely Boys, The Hunter
Lorde, Green Light
Lorde, Liability
Lorde, Perfect Places
Lorde, Sober
Lorde, Homemade Dynamite
Lorde, The Louvre
Lorde, Writer In The Dark
Lorde, Supercut
Louis The Child, World On Fire {Ft. Ashe}
Love Deluxe, Cool Breeze Over The Mountains
Love Deluxe, Silk Mirage
"Love Junkies, The", Past Intense
Loyle Carner, Mean It In The Morning
Loyle Carner, Damselfly {Ft. Tom Misch}
LPX, Tightrope
LPX, Slide
Luboku, The Surface
Luca Brasi, Got To Give
LUCIANBLOMKAMP, Nothing {Ft. Rromarin}
Lucky Luke, Jacks
Luka Lesson, Living Artefact {Ft. Kahl Wallis}
Luke Million, Come Together
"Lulu Raes, The", Fake It
Lupa J, Put Me Back Together
Lupa J, Keep Back
Mac DeMarco, My Old Man
Mac DeMarco, On The Level
Mac DeMarco, This Old Dog
Mac DeMarco, Baby You're Out
Mac DeMarco, One Another
Mac DeMarco, For The First Time
Mac DeMarco, Still Beating
Mac DeMarco, One More Love Song
Machinedrum, 1 2 B Needed {Ft. Roses Gabor}
Macklemore, Glorious {Ft. Skylar Grey}
Macklemore, Marmalade {Ft. Lil Yachty}
Macklemore, Levitate {Ft. Otieno Terry}
Macklemore, Firebreather {Ft. Reignwolf}
Macklemore, Zara {Ft. Abir}
Macklemore, Willy Wonka {Ft. Offset}
Maddy Jane, No Other Way
Maddy Jane, Thank You And Sorry
Maggie Rogers, On + Off
Maggie Rogers, Say Something Loving {triple j Like A Version 2017}
Maggie Rogers, Split Stones
"Magician & TCTS, The", Slow Motion {Ft. Sam Sure}
Major Lazer, Run Up {Ft. PARTYNEXTDOOR/Nicki Minaj}
Major Leagues, Good Love
Majora, Aphotic
Make Them Suffer, Fireworks
Make Them Suffer, Uncharted
Makeness, Loud Patterns
Mall Grab, Pool Party Music
Mallrat, Better
Mammals, Chase Your Bliss
Mammut, The Moon Will Never Turn On Me
Manchester Orchestra, The Gold
Mansionair, Astronaut (Something About Your Love)
Manu Crook$, Assumptions
Manu Crook$, Ridin'
Marcus Marr, High Times
Margaret Glaspy, Let Me Love You {triple j Like A Version 2017}
Marika Hackman, Cigarette
Marika Hackman, Boyfriend
Marika Hackman, My Lover Cindy
Marilyn Manson, WE KNOW WHERE YOU FUCKING LIVE
Marilyn Manson, KILL4ME
Marksman Lloyd, Gene Simmons {Ft. Anders}
Marmozets, Play
Marmozets, Habits
Martin Solveig, All Stars {Ft. ALMA}
mAsis, Always You
Mastodon, Sultan's Curse
Mastodon, Show Yourself
Mastodon, Toe To Toes
Matthew Dear, Bad Ones {Ft. Tegan and Sara}
Matthew Young, Collect
Matthew Young, Hey
Maya Jane Coles, Won't Let You Down
Maya Jane Coles, Weak
Mazde, Fading Out {Ft. Rromarin}
Meat Wave, Run You Out
Meg Mac, Low Blows
Meg Mac, Maybe It's My First Time
Meg Mac, Grace Gold
Meg Mac, Kindness
Meg Mac, Cages
Meg Mac, Didn't Wanna Get So Low But I Had To
Meg Mac, Ride It
Meg Mac, Let It Happen {triple j Like A Version 2017}
Melanie De Biasio, Gold Junkies
Melé, Sunshowers
Menace Beach, Suck It Out
Merpire, Holding Breath
Methyl Ethel, Ubu
Methyl Ethel, Femme Maison/One Man House
Methyl Ethel, Groundswell
Methyl Ethel, Weeds Through The Rind
Methyl Ethel, Schlager
Methyl Ethel, L'Heure des Sorcières
Methyl Ethel, Drink Wine
Metro Boomin, No Complaints {Ft. Offset/Drake}
METZ, Cellophane
METZ, Drained Lake
Mew, Candy Pieces All Smeared Out
MGMT, Little Dark Age
Miami Horror, Leila
Mickey Kojak, Save Your Breath
Mickey Kojak, Ghost
Mickey Kojak, Watch Me Drown
Mid Ayr, Pocket Her Eyes
Midas.Gold, Location
Middle Kids, Never Start
Middle Kids, Don't Dream It's Over {triple j Like A Version 2017}
Miguel, Sky Walker {Ft. Travis Scott}
Miguel, Told You So
Miguel, Pineapple Skies
Mike WiLL Made-It, Perfect Pint {Ft. Kendrick Lamar/Gucci Mane/Rae Sremmurd}
Mikey Young, Socks
Mikhael Paskalev, Shotgun
Milky Chance, Doing Good
Milky Chance, Ego
Milky Chance, Blossom
Milky Chance, Firebird
Milky Chance, Bad Things {Ft. Izzy Bizu}
Milky Chance, I'm Like A Bird {triple j Like A Version 2017}
Millie Turner, Underwater
Miloux, Paris
Milwaukee Banks, The City
Miss Blanks, Fuck Real Slow
Miss Blanks, Clap Clap
Miss Blanks, Freq U {Ft. tomtom}
Miss Blanks, Skinny Bitches {Ft. Moonbase}
MISSIO, Middle Fingers
Missy Elliot, I'm Better {Ft. Lamb}
Missy Higgins, Torchlight
Miya Folick, Give It To Me
Miya Folick, Trouble Adjusting
MØ, Nights With You
MØ, When I Was Young
"Money War, The", Stars
"Money War, The", Right Kind Of Love
"Money War, The", Hold On
Moody Beach, Vanilla
Moody Beach, All I Do
Mookhi, Foul Play {Ft. Billy Fox}
Mookhi, Lacunae
Moon Brain, Pliskin
Moonbase, It Don't Matter {Ft. Anderson .Paak}
Moonlover, The Ooiee
Morgan Saint, You
Morgan Saint, Glass House
Morning Harvey, Holy Gun
Morning Harvey, Lucky Day
Moses Gunn Collective, Spook City
Moses Sumney, Indulge Me
Mosquito Coast, Television Love
Motez, Praise
Motez, The Future {Ft. Antony & Cleopatra}
Mount Kimbie, We Go Home Together {Ft. James Blake}
Mount Kimbie, Blue Train Lines {Ft. King Krule}
Mount Zamia, Donny
Movements, Colorblind
MOZA, Keep Up
M-Phazes x Ruel, Golden Years
M-Phazes x Ruel, Weathered {triple j Like A Version 2017}
Mr Jukes, Angels/Your Love {Ft. BJ The Chicago Kid}
MTNS, Waves
Muki, Sassaparilla
Muki, Friends Don't Make Out
Muncie Girls, Respect
Mura Masa, 1 Night {Ft. Charli XCX}
Mura Masa, All Around The World {Ft. Desiigner}
Mura Masa, Nuggets {Ft. Bonzai}
"Murlocs, The", Noble Soldier
Muse, Dig Down
Mutemath, Hit Parade
MUTO, Wildfire {Ft. Deutsch Duke}
MUTO, Say Nothing {Ft. Emerson Leif}
Myd, The Sun
N.E.R.D. & Future, 1000
N.E.R.D. & Rihanna, Lemon
Nadia Rose, Tight Up {Ft. Red Rat}
Nadia Rose, Big Woman
Nai Palm, Crossfire / So Into You
Namesake., Vroom Vroom {Ft. pinkcaravan!/Sam Stan}
Nancie Schipper, Corner Store
Nancie Schipper, Your Eyes
Nanna.B, Golden {Ft. Hodgy}
NAO, Nostalgia
Nathan Ball, Cold Hands
Nathan Ball, Drifting
"National, The", The System Only Dreams In Total Darkness
"National, The", Day I Die
Neighbourhood Youth, Lately
Neil Frances, Dumb Love
Neil Frances, Back To What I Know
Nic Cester, Psichebello
Nice Biscuit, In Space Today
Nick Murphy, Your Time {Prod. KAYTRANADA}
Nick Murphy, Forget About Me
Nick Murphy, Medication
Nicole Millar, Blindfolded
"Night Café, The", The Way Of Mary
"Night Café, The", Mixed Signals
"Nights, The", Other Issues
"Nights, The", Double Slit
Niia, Nobody {Ft. GoldLink}
Nilüfer Yanya, Baby Luv
Nina Las Vegas, Deserts
Nina Las Vegas, Freeze
Ninajirachi, Pure Luck {Ft. Freya Staer}
Ninajirachi x Yates, Same World
Nine Inch Nails, Less Than
Nines, High Roller {Ft. J Hus}
Nnamdi Ogbonnaya, let gO of my egO
No Age, Soft Collar Fad
No Mono, Butterflies
No Mono, Violence Broken
Noah Kahan, Young Blood
Nocturnal Tapes, Is It Too Late
Noel Gallagher's High Flying Birds, Holy Mountain
Noga Erez, Off The Radar
NOIRE, Real Cool
NoMBe, Wait
NoMBe, Freak Like Me
NoMBe, Eden
Northeast Party House, Redbone {triple j Like A Version 2017}
Northlane, Intuition
Northlane, Citizen
Northlane, Anthem For The Year 2000
Nosaj Thing, All Points Back To U {Ft. Steve Spacek}
Nothing But Thieves, Amsterdam
Nothing But Thieves, Sorry
Nothing But Thieves, I'm Not Made By Design
Nothing But Thieves, I Was Just A Kid
nyck, Speak My Mind
nyck, This Might Be My Year
Nyxen, Is It Love
Nyxen, In The City
Obscura Hail, Crows Feet
Ocean Alley, Overgrown
Ocean Alley, The Comedown
Ocean Grove, These Boys Light Fires
Ocean Grove, Beers
Ocean Grove, Thunderdome {Ft. Running Touch}
Ocean Grove, Intimate Alien
Ocean Grove, The Wrong Way
"Ocean Party, The", More To Run
"Ocean Party, The", Tell
October, Pure
Odd Mob, Feel So Good
Odd Mob X Super Silly, No Pressure
ODESZA, Line Of Sight {Ft. WYNNE/Mansionair}
ODESZA, Higher Ground {Ft. Naomi Wild}
Odette, Watch Me Read You
Odette, Collide
Of Mice & Men, Unbreakable
offaiah, Run
Oh Boy, Rush Hour {Ft Mallrat}
Ojikae, Existentiality
Ok Sure, Nightshade
OKBADLANDS, PTY LTD
OKBADLANDS, Mineral
Okenyo, Woman's World
ORB, You Are Right
"Orielles, The", Sugar Tastes Like Salt
"Orielles, The", I Only Bought It For The Bottle
"Orwells, The", Black Francis
Oscar & The Wolf, So Real
Oscar Key Sung, Shallow
oscar oscar, HIMEJI
"Outdoor Type, The", Middle Of The Road
Overcoats, Leave The Light On
Paces, Savage {Ft. NYNE}
Paces, Creepin
"Pale White, The", Reaction
Palo Duro, Darken The Glow
Panama, Hope For Something
Panama, Undertow
Pandamic, Sam
Parcels, Overnight
Partner, Everybody Knows
Partner, Play The Field
Paul Dempsey, Edge Of Town {triple j Like A Version 2017}
Paul Dempsey, Idiot Oracle {triple j Like A Version 2017}
Peking Duk, Let You Down {Ft. Icona Pop}
Peking Duk & AlunaGeorge, Fake Magic
Perfume Genius, Slip Away
Perfume Genius, Wreath
Peter Bibby, Medicine
Peter Sonic, The Cracks
Petit Biscuit, Problems {Ft. Lido}
Phantogram, Weird Fishes/Arpeggi {triple j Like A Version 2017}
Phebe Starr, They Keep Telling Me
Phebe Starr, Two Hearts
Philly, Yil Lull
Phoebe Bridgers, Motion Sickness
Phoenix, J-BOY
Phoenix, Ti Amo
Phoenix, Tuttifrutti
Piecey, Season {Ft. Maya Keane}
Pinegrove, Intrepid
PINES, Tell Me {Ft. Water Park}
"Pinheads, The", Fight Or Flight
Pist Idiots, Fuck Off
PIXX, I Bow Down
PIXX, Waterslides
Plaitum, Ovation
Plan B, In The Name Of Man
Planet, Aching Dream
Planete, Guided By Flux
PLGRMS, Dream You Up
PLGRMS, Crawling Back
"Plot In You, The", Not Just Breathing
PLTS, Call Me Out
PLTS, Spill
PNAU, Into The Sky
PNAU, Young Melody {Ft. Vera Blue}
PNAU, Control Your Body
PNAU, Go Bang
PNAU, Save Disco
PNAU, Changa
PNAU, In My Head
Polaris, Consume
Polaris, The Remedy
Polaris, Lucid
Polaris, Relapse
Polaris, Dusk To Day
Polish Club, Come Party
Polish Club, Never Be Like You {triple j Like A Version 2017}
Polish Club, Where U Been
Polish Club, If It Was Me
Polish Club, Why Should I
Polish Club, Watchuknow
Polish Club, How To Be Alone
Polish Club, Divided
Polish Club, Gimme Money
Polographia, Heart Attack {Ft. Rush Midnight}
Pond, The Weather
Pond, Paint Me Silver
Pool Shop, Can You Dream
Poppy, Ocean
Porches, Find Me
Portugal. The Man, Feel It Still
"Posse, The", No Burrito
POW! Negro, Money For Portraits
"Preatures, The", Girlhood
"Preatures, The", Yanada
"Preatures, The", Everything Now {triple j Like A Version 2017}
"Presets, The", Do What You Want
Press Club, Headwreck
Press Club, My Body's Changing
Princess Nokia, G.O.A.T
Prism Tats, Brainwaves
Protomartyr, Don't Go To Anacita
Psychedelic Porn Crumpets, Buzz
Psychedelic Porn Crumpets, Little Moon
Public Access TV, Metrotech
Pulled Apart By Horses, The Haze
Pumarosa, Dragonfly
Pumarosa, My Gruesome Loving Friend
Purity Ring, Asido
PVT, Another Life
Post Malone, rockstar {Ft. 21 Savage}
QTY, Dress/Undress
QTY, Michael
Queens Of The Stone Age, The Way You Used To Do
Queens Of The Stone Age, Fortress
Queens Of The Stone Age, Head Like A Haunted House
Queens Of The Stone Age, The Evil Has Landed
Queens Of The Stone Age, Domesticated Animals
Queens Of The Stone Age, Feet Don't Fail Me
Quicksand, Cosmonauts
Quicksand, Under The Screw
R I T U A L, Drown The Lovers {Ft. 6LACK}
RAAVE TAPES, k bye
RAC, This Song {Ft. Rostam}
Radiohead, I Promise
Rag N' Bone, Pissy Flow
Rag N' Bone, The Heart Is A Lonely Hunter
Rainbow Chan, Let Me
Rapsody, Pay Up
Rapsody, Power {Ft. Kendrick Lamar/Lance Skiiiwalker}
Rat Boy, Laidback
RAY BLK, Patience (Freestyle)
Real Estate, Darling
Rejjie Snow, Flexin {Ft. Ebenezer}
Rejjie Snow, Purple Tuesday {Ft. Joey Bada$$ & Jesse Boykins III}
Remi, Thong Song {triple j Like A Version 2017}
Retiree, Jan
Retro Culture, Calling
Rex Orange County, Loving Is Easy {Ft. Benny Sings}
Rhye, Taste
Ribongia, Before The Winter {Ft. Jannah Beth/YoungstaCPT}
Ric Rufio, So Wonderful
Ric Rufio, Water To Wine
Riley Pearce, Misplaced
Rise Against, The Violence
Riton, Money {Ft. Kah-Lo/Mr Eazi/Davido}
Riton x MNEK x House Gospel Choir, Deeper
RIVAH, Untame
RL Grime, Stay For It {Ft. Miguel}
Robinson, Don't You Forget About Me
Roland Tings, Higher Ground {Ft. Nylo}
Roland Tings, One Hundred {Ft. HIGH HØØPS}
Rolling Blackouts Coastal Fever, French Press
Rostam, Bike Dream
Royal & The Southern Echo, New Lows
Royal Blood, Lights Out
Royal Blood, 'Hook, Line & Sinker'
Royal Blood, How Did We Get So Dark?
Royal Blood, I Only Lie When I Love You
Royal Blood, She's Creeping
Royal Blood, Look Like You Know
Royal Blood, Hole in Your Heart
"Rubens, The", Million Man
Ruby Fields, I Want
Ruby Fields, P Plates
Ruel, Don't Tell Me {Prod. M-Phazes}
Run The Jewels, Legend Has It
Run The Jewels, Don't Get Captured
Run The Jewels, Thieves! (Screamed The Ghost) {Ft. Tunde Adebimpe}
Run The Jewels, 2100 {Ft. BOOTS}
Run The Jewels, Down {Ft. Joi Gilliam}
Run The Jewels, Mean Demeanor
Running Touch, Lovely
Running Touch, Equaliser {Ft. I.H.}
Russ, Me You
Russ, Maybe
RVG, A Quality Of Mercy
RY X, Bad Love
Rytmeklubben, Like That
(Sandy) Alex G, Proud
(Sandy) Alex G, Bobby
SAATSUMA, Isolate
SACHI, Shelter {Ft. NIKA}
SAFIA, Cellophane Rainbow
Sagamore, Pearl Of The Sky
Sage The Gemini, Butter {Ft. DJ Lucci}
Sage The Gemini, Pilot
Sahida Apsara, Radiant Star {Ft. Saritah}
Sam Gellaitry, Jungle Waters
Sam Gellaitry, Ceremony
Sampa The Great, The Plug {Ft. Estelle}
Sampa The Great, Rhymes To The East
Sampha, (No One Knows Me) Like The Piano
Sampha, Incomplete Kisses
Sampha, Under
Samsaruh, Golden To Thrive
Samsaruh, Beautiful Killer
Samson Ashe, Too Rough
San Cisco, 'Hey, Did I Do You Wrong?'
San Cisco, Kids Are Cool
San Cisco, Sunrise
San Cisco, That Boy
San Cisco, The Distance
San Mei, Until You Feel Good
San Mei, Necessary
Sarah Blasko, Phantom
Saskwatch, December Nights
Saskwatch, Then There's You
Saskwatch, Renoir
Saskwatch, Gemini
Saskwatch, Finger Painting
SCK CHX, Spinning Around
Screaming Females, Black Moon
Screaming Females, Glass House
Sean Heathcliff, Ordinary
Seavera, City
Self Talk, Bedside Dictionary
Sensible J, Fire Sign {Ft. Remi/Sampa The Great}
Serengeti, Good Guy
Set Mo, I Belong Here {Ft. Woodes}
Seth Sentry, Play It Safe
Sevdaliza, Mad Woman
SG Lewis, Smart Aleck Kill {Ft. Col3trane}
Shabazz Palaces, Shine A Light {Ft. Thaddillac}
shame, Tasteless
Shame, Concrete
Shame, One Rizla
Sheer Mag, Just Can't Get Enough
"Sherlocks, The", Will You Be There?
"Shins, The", Name For You
ShockOne, A Dark Machine {Ft. Reija Lee}
SHOUSE, Without You {Ft. Rachel}
Shy Luv, Shock Horror {Ft. Jones}
Shy Luv, Lungs
sir Was, In The Midst
Skegss, Got On My Skateboard
Skepta, Hypocrisy
Skepta, Ghost Ride {Ft. A$AP Rocky/A$AP Nast}
Skrillex & Habstrakt, Chicken Soup
Skrillex & Poo Bear, Would You Ever
"Slaughter Beach, Dog", Gold and Green
Sleeping Lessons, Grow
sleepmakeswaves, Tundra
sleepmakeswaves, Midnight Sun
sleepmakeswaves, Children {triple j Like A Version 2017}
Sloan Peterson, 105
Sloan Peterson, Rats
Sløtface, Magazine
Sløtface, Nancy Drew
Sløtface, Pitted
Sløtface, Supercut {triple j Like A Version 2017}
Sløtface, Galaxies
Slow Dancer, It Goes On
Slow Turismo, You Were Dead
Slowly Slowly, Aliens
Slum Sociable, Treated Like The Weather
Slum Sociable, Castle
Slum Sociable, Moby Bryant
Slum Sociable, 14 Days
Slum Sociable, A Hearing
Slum Sociable, Hand It Over
Slum Sociable, Outrunner
Slum Sociable, Don't Come Back Another 100 Times
Slumberjack, Fracture {Ft. Vera Blue}
Slumberjack, 'Afraid, Unafraid {Ft. Sydnee Carter}'
Slumberjack, Paper Planes {Ft. K.Flay} {triple j Like A Version 2017}
Smerz, Oh my my
"Smith Street Band, The", Birthdays
"Smith Street Band, The", Forrest
"Smith Street Band, The", Song For You
"Smith Street Band, The", Passiona
"Smith Street Band, The", Shine
"Smith Street Band, The", 25
Snakehips, Right Now {Ft. ELHAE/D.R.A.M./H.E.R.}
Snakehips & Anne-Marie, Either Way {Ft. Joey Bada$$}
Snakehips & MØ, Don't Leave
Soccer Mommy, Out Worn
Sofi Tukker, Alaska {triple j Like A Version 2017}
Sofi Tukker, Greed
Sofi Tukker, Johny
Sofi Tukker, Best Friend {Ft. NERVO/The Knocks/Alisa Ueno}
Sofi Tukker, Energia
SOHN, Rennen
SOHN, Hard Liquor
Son Lux, Dream State
Sophie Lowe, Trust
Sorority Noise, A Portrait Of
Sorority Noise, No Halo
Sorority Noise, Disappeared
Soulwax, Missing Wires
Space Invadas, Wild World {Ft. Remi}
Spinifex Gum, Locked Up {Ft. Briggs/Marliya}
Spit Syndicate, Hold On Me {Ft. Joyride/Solo}
Spit Syndicate, Houdini {Ft. Remi}
Spit Syndicate, OMW
Spoon, Hot Thoughts
Spoon, Can I Sit Next To You
Spoon, WhisperI'lllistentohearit
St. Vincent, New York
St. Vincent, Los Ageless
St. Vincent, Pills
St. Vincent, Fear The Future
St. Vincent, Masseduction
Starcrawler, I Love LA
Statik Selektah, Put Jewels On It {Ft. Run The Jewels}
Stella Donnelly, Mechanical Bull
Stella Donnelly, Boys Will Be Boys
Steve Lacy, Dark Red
Stevie Jean, Hell In Every Religion
Stormzy, Big For Your Boots
Stormzy, Cold
Stormzy, Bad Boys {Ft. Ghetts & J Hus}
Stormzy, Mr Skeng
Stormzy, Cigarettes & Cush {Ft. Kehlani}
Stormzy, Return Of The Rucksack
Strict Face & Tarquin, Afterparty (ft. Yayoyanoh)
Sub Focus, Lingua {Ft. Stylo G}
Sub Focus & Rudimental, Trouble {Ft. Chronixx & Maverick Sabre}
Suburban Dark, Remember Your Code
Suburban Dark, Supernova {Ft. Jeswon}
Sudan Archives, Come Meh Way
Sufis, Anymore
Sun Sap, Walking Out The Door
Sunflower Bean, I Was A Fool
Sunscreen, Voices
Super Cruel, November {Ft. Lisa Mitchell}
Superfood, Double Dutch
Superfood, I Can't See
Superfood, Unstoppable
Superorganism, It's All Good
Superorganism, Something For Your M.I.N.D.
Suzi Wu, Taken Care Of
Sweater Curse, Fell Asleep
Sweater Curse, Don't Call Me
Swet Shop Boys, Anthem
Swick, Polo Love {Ft. Spank Rock}
Swick, Slopes {Ft. Tkay Maidza/Capo Lee}
swindail, C'est la Vie {Ft. Innanet James}
Syd, Body
Syd, All About Me
Syd, Shake Em Off
Syd, Know
Syd, Over {Ft. 6LACK}
SŸDE, Orbit {Ft. ASHE}
SŸDE, Above The Clouds {Ft. Olivia Reid}
